step,waiting_time_avg,queue_length_max,throughput,occupancy_avg,speed_avg,green_phase_index,co2_mg,controller_mode
423,4.092,21,0,0.0,9.441,0,251631.578,adaptive
424,4.207,24,0,0.0,9.298,0,217858.288,adaptive
425,4.388,22,0,0.0,9.396,0,240891.279,adaptive
426,4.496,24,0,0.0,9.421,0,280015.277,adaptive
427,4.675,22,0,0.0,9.448,0,232302.44,adaptive
428,4.776,24,0,0.0,9.284,0,235540.495,adaptive
429,4.96,23,0,0.0,9.25,0,224162.313,adaptive
430,5.152,24,0,0.0,9.314,0,259488.313,adaptive
431,5.521,24,4,0.0,9.108,0,212810.532,adaptive
432,5.597,30,1,0.0,8.844,0,261107.871,adaptive
433,5.902,26,2,0.0,8.788,0,220619.55,adaptive
434,6.174,27,1,0.0,8.826,0,242385.216,adaptive
435,6.397,29,2,0.0,8.639,0,240033.177,adaptive
436,6.574,30,1,0.0,8.551,0,249966.551,adaptive
437,6.917,28,2,0.0,8.582,0,259894.935,adaptive
438,7.21,30,3,0.0,8.374,1,240581.904,adaptive
439,7.655,30,3,0.0,8.37,1,265844.168,adaptive
440,7.914,32,2,0.0,8.078,1,214327.948,adaptive
441,8.398,31,3,0.0,7.939,2,208067.144,adaptive
442,8.838,32,2,0.0,7.927,2,234928.106,adaptive
443,9.477,33,4,0.0,7.785,2,217862.964,adaptive
444,9.441,38,0,0.0,7.505,2,203902.007,adaptive
445,9.927,34,2,0.0,7.477,2,215539.02,adaptive
446,10.333,34,1,0.0,7.58,2,224840.223,adaptive
447,10.858,35,2,0.0,7.574,2,221053.183,adaptive
448,11.084,37,1,0.0,7.314,2,203383.552,adaptive
449,11.528,36,1,0.0,7.17,2,185040.318,adaptive
450,11.99,39,3,0.0,6.884,2,193220.213,adaptive
